"genus","family"
"Krugiodendron","Rhamnaceae"
"Kumlienia","Ranunculaceae"
"Kummerowia","Fabaceae"
"Kunzea","Myrtaceae"
"Kurzia","Lepidoziaceae"
"Kyhosia","Asteraceae"
"Kyllinga","Cyperaceae"
"Lablab","Fabaceae"
"Labordia","Loganiaceae"
"Laburnum","Fabaceae"
"Lachenalia","Liliaceae"
"Lachnanthes","Haemodoraceae"
"Lachnocaulon","Eriocaulaceae"
"Lactuca","Asteraceae"
"Laelia","Orchidaceae"
"Laennecia","Asteraceae"
"Laetia","Flacourtiaceae"
"Laeviomyces","Uncertain Ascomycota Family"
"Lagarosiphon","Hydrocharitaceae"
"Lagascea","Asteraceae"
"Lagenaria","Cucurbitaceae"
"Lagenocarpus","Cyperaceae"
"Lagerstroemia","Lythraceae"
"Lagetta","Thymelaeaceae"
"Lagophylla","Asteraceae"
"Lagotis","Scrophulariaceae"
"Lagunaria","Malvaceae"
"Laguncularia","Combretaceae"
"Lagurus","Poaceae"
"Lallemantia","Lamiaceae"
"Lamarckia","Poaceae"
"Lamiastrum","Lamiaceae"
"Lamium","Lamiaceae"
"Lampranthus","Aizoaceae"
"Lamprocapnos","Fumariaceae"
"Landolphia","Apocynaceae"
"Landoltia","Lemnaceae"
"Langloisia","Polemoniaceae"
"Lansium","Meliaceae"
"Lantana","Verbenaceae"
"Laplacea","Theaceae"
"Laportea","Urticaceae"
"Lappula","Boraginaceae"
"Lapsana","Asteraceae"
"Lapsanastrum","Asteraceae"
"Larix","Pinaceae"
"Larrea","Zygophyllaceae"
"Lasallia","Umbilicariaceae"
"Lasiacis","Poaceae"
"Lasianthaea","Asteraceae"
"Lasianthus","Rubiaceae"
"Lasiospermum","Asteraceae"
"Lasiurus","Poaceae"
"Lastarriaea","Polygonaceae"
"Lasthenia","Asteraceae"
"Lastreopsis","Dryopteridaceae"
"Lathrocasis","Polemoniaceae"
"Lathyrus","Fabaceae"
"Lauderlindsaya","Verrucariaceae"
"Launaea","Asteraceae"
"Laurera","Trypetheliaceae"
"Laurus","Lauraceae"
"Lavandula","Lamiaceae"
"Lavatera","Malvaceae"
"Lawsonia","Lythraceae"
"Layia","Asteraceae"
"Leandra","Melastomataceae"
"Leavenworthia","Brassicaceae"
"Lebeckia","Fabaceae"
"Lecanactis","Opegraphaceae"
"Lecania","Bacidiaceae"
"Lecanographa","Uncertain Ascomycota Family"
"Lecanora","Lecanoraceae"
"Lechea","Cistaceae"
"Lecidea","Lecideaceae"
"Lecidella","Lecanoraceae"
"Lecidoma","Psoraceae"
"Leciophysma","Collemataceae"
"Lecythis","Lecythidaceae"
"Ledum","Ericaceae"
"Leersia","Poaceae"
"Legenere","Campanulaceae"
"Legousia","Campanulaceae"
"Leibnitzia","Asteraceae"
"Leioderma","Pannariaceae"
"Leiophyllum","Ericaceae"
"Leitneria","Leitneriaceae"
"Lejeunea","Lejeuneaceae"
"Lellingeria","Grammitidaceae"
"Lemna","Lemnaceae"
"Lempholemma","Lichinaceae"
"Lenophyllum","Crassulaceae"
"Lens","Fabaceae"
"Leochilus","Orchidaceae"
"Leonotis","Lamiaceae"
"Leontodon","Asteraceae"
"Leonurus","Lamiaceae"
"Leopoldinia","Arecaceae"
"Lepanthes","Orchidaceae"
"Lepanthopsis","Orchidaceae"
"Lepechinia","Lamiaceae"
"Lepianthes","Piperaceae"
"Lepidium","Brassicaceae"
"Lepidopilum","Callicostaceae"
"Lepidospartum","Asteraceae"
"Lepidozia","Lepidoziaceae"
"Lepinia","Apocynaceae"
"Lepironia","Cyperaceae"
"Lepisorus","Polypodiaceae"
"Lepraria","Stereocaulaceae"
"Leprocaulon","Uncertain Ascomycota Family"
"Leproloma","Pannariaceae"
"Leptarrhena","Saxifragaceae"
"Leptobryum","Bryaceae"
"Leptocereus","Cactaceae"
"Leptochidium","Placynthiaceae"
"Leptochloa","Poaceae"
"Leptochloopsis","Poaceae"
"Leptocoryphium","Poaceae"
"Leptodactylon","Polemoniaceae"
"Leptodictyum","Amblystegiaceae"
"Leptodon","Leptodontaceae"
"Leptodontium","Pottiaceae"
"Leptogium","Collemataceae"
"Leptohymenium","Hylocomiaceae"
"Leptolejeunea","Lejeuneaceae"
"Leptopterigynandrum","Leskeaceae"
"Leptopus","Euphorbiaceae"
"Leptorhaphis","Arthopyreniaceae"
"Leptoscyphus","Geocalycaceae"
"Leptosiphon","Polemoniaceae"
"Leptospermum","Myrtaceae"
"Lepturus","Poaceae"
"Lepuropetalon","Saxifragaceae"
"Lepyrodiclis","Caryophyllaceae"
"Lescuraea","Leskeaceae"
"Leskea","Leskeaceae"
"Leskeella","Leskeaceae"
"Lespedeza","Fabaceae"
"Lesquerella","Brassicaceae"
"Lessertia","Fabaceae"
"Lessingia","Asteraceae"
"Letharia","Parmeliaceae"
"Lethariicola","Odontotremataceae"
"Letrouitia","Letrouitiaceae"
"Lettauia","Fuscideaceae"
"Leucaena","Fabaceae"
"Leucanthemella","Asteraceae"
"Leucanthemum","Asteraceae"
"Leucas","Lamiaceae"
"Leuciva","Asteraceae"
"Leucobryum","Leucobryaceae"
"Leucocrinum","Liliaceae"
"Leucodon","Leucodontaceae"
"Leucojum","Liliaceae"
"Leucolejeunea","Lejeuneaceae"
"Leucolepis","Mniaceae"
"Leucophyllum","Scrophulariaceae"
"Leucophysalis","Solanaceae"
"Leucopoa","Poaceae"
"Leucopogon","Epacridaceae"
"Leucospermum","Proteaceae"
"Leucospora","Scrophulariaceae"
"Leucothoe","Ericaceae"
"Leucothrinax","Arecaceae"
"Levisticum","Apiaceae"
"Lewisia","Portulacaceae"
"Leycesteria","Caprifoliaceae"
"Leymus","Poaceae"
"Liatris","Asteraceae"
"Libertia","Iridaceae"
"Licania","Chrysobalanaceae"
"Licaria","Lauraceae"
"Lichenochora","Phyllachoraceae"
"Lichenoconium","Uncertain Ascomycota Family"
"Lichenodiplis","Uncertain Ascomycota Family"
"Lichenosticta","Uncertain Ascomycota Family"
"Lichenostigma","Lichenotheliaceae"
"Lichenothelia","Lichenotheliaceae"
"Lichina","Lichinaceae"
"Lichinella","Lichinaceae"
"Lichinodium","Lichinaceae"
"Ligularia","Asteraceae"
"Ligusticum","Apiaceae"
"Ligustrum","Oleaceae"
"Lilaea","Juncaginaceae"
"Lilaeopsis","Apiaceae"
"Lilium","Liliaceae"
"Limbella","Amblystegiaceae"
"Limnanthes","Limnanthaceae"
"Limnobium","Hydrocharitaceae"
"Limnocharis","Limnocharitaceae"
"Limnodea","Poaceae"
"Limnophila","Scrophulariaceae"
"Limnosciadium","Apiaceae"
"Limonia","Rutaceae"
"Limonium","Plumbaginaceae"
"Limosella","Scrophulariaceae"
"Limprichtia","Amblystegiaceae"
"Linanthus","Polemoniaceae"
"Linaria","Scrophulariaceae"
"Lindbergia","Leskeaceae"
"Lindelofia","Boraginaceae"
"Lindera","Lauraceae"
"Lindernia","Scrophulariaceae"
"Lindheimera","Asteraceae"
"Lindsaea","Dennstaedtiaceae"
"Linnaea","Caprifoliaceae"
"Linospadix","Arecaceae"
"Linum","Linaceae"
"Liparis","Orchidaceae"
"Lipocarpha","Cyperaceae"
"Lipochaeta","Asteraceae"
"Lippia","Verbenaceae"
"Liquidambar","Hamamelidaceae"
"Liriodendron","Magnoliaceae"
"Liriope","Liliaceae"
"Lisianthius","Gentianaceae"
"Listera","Orchidaceae"
"Litchi","Sapindaceae"
"Lithachne","Poaceae"
"Lithographa","Rimulariaceae"
"Lithophila","Amaranthaceae"
"Lithophragma","Saxifragaceae"
"Lithospermum","Boraginaceae"
"Lithothelium","Pyrenulaceae"
"Lithrea","Anacardiaceae"
"Litsea","Lauraceae"
"Littorella","Plantaginaceae"
"Livistona","Arecaceae"
"Llimoniella","Leotiaceae"
"Lloydia","Liliaceae"
"Lobaria","Lobariaceae"
"Lobelia","Campanulaceae"
"Lobivia","Cactaceae"
"Lobothallia","Hymeneliaceae"
"Lobularia","Brassicaceae"
"Lodoicea","Arecaceae"
"Loeflingia","Caryophyllaceae"
"Loeselia","Polemoniaceae"
"Loeseliastrum","Polemoniaceae"
"Loeskeobryum","Hylocomiaceae"
"Loeskypnum","Amblystegiaceae"
"Logfia","Asteraceae"
"Loiseleuria","Ericaceae"
"Loliolum","Poaceae"
"Lolium","Poaceae"
"Lomagramma","Dryopteridaceae"
"Lomariopsis","Dryopteridaceae"
"Lomatium","Apiaceae"
"Lomatogonium","Gentianaceae"
"Lonchitis","Dennstaedtiaceae"
"Lonchocarpus","Fabaceae"
"Lonicera","Caprifoliaceae"
"Lopadium","Ectolechiaceae"
"Lopezaria","Uncertain Ascomycota Family"
"Lopezia","Onagraceae"
"Lophiola","Liliaceae"
"Lophocolea","Geocalycaceae"
"Lopholejeunea","Lejeuneaceae"
"Lophophora","Cactaceae"
"Lophopyxis","Celastraceae"
"Lophosoria","Lophosoriaceae"
"Lophospermum","Scrophulariaceae"
"Lophostemon","Myrtaceae"
"Lophozia","Jungermanniaceae"
"Loranthus","Viscaceae"
"Lorentziella","Gigaspermaceae"
"Lotononis","Fabaceae"
"Lotus","Fabaceae"
"Loudetia","Poaceae"
"Loxospora","Haematommataceae"
"Loxosporopsis","Uncertain Ascomycota Family"
"Luculia","Rubiaceae"
"Lucya","Rubiaceae"
"Ludwigia","Onagraceae"
"Luehea","Tiliaceae"
"Luetkea","Rosaceae"
"Luffa","Cucurbitaceae"
"Luina","Asteraceae"
"Luisierella","Pottiaceae"
"Lumnitzera","Combretaceae"
"Lunania","Flacourtiaceae"
"Lunaria","Brassicaceae"
"Lunularia","Lunulariaceae"
"Lupinus","Fabaceae"
"Luziola","Poaceae"
"Luzula","Juncaceae"
"Lycaste","Orchidaceae"
"Lychnis","Caryophyllaceae"
"Lycianthes","Solanaceae"
"Lycium","Solanaceae"
"Lycopodiella","Lycopodiaceae"
"Lycopodium","Lycopodiaceae"
"Lycopus","Lamiaceae"
"Lycoris","Liliaceae"
"Lycurus","Poaceae"
"Lyellia","Polytrichaceae"
"Lygeum","Poaceae"
"Lygodesmia","Asteraceae"
"Lygodium","Lygodiaceae"
"Lyonia","Ericaceae"
"Lyonothamnus","Rosaceae"
"Lyrocarpa","Brassicaceae"
"Lysichiton","Araceae"
"Lysiloma","Fabaceae"
"Lysimachia","Primulaceae"
"Lythrum","Lythraceae"
"Maackia","Fabaceae"
"Mabrya","Scrophulariaceae"
"Macadamia","Proteaceae"
"Macaranga","Euphorbiaceae"
"Macbridea","Lamiaceae"
"Macfadyena","Bignoniaceae"
"Machaeranthera","Asteraceae"
"Machaerina","Cyperaceae"
"Machaerium","Fabaceae"
"Machaonia","Rubiaceae"
"Macleaya","Papaveraceae"
"Maclura","Moraceae"
"Macradenia","Orchidaceae"
"Macranthera","Scrophulariaceae"
"Macrocoma","Orthotrichaceae"
"Macromeria","Boraginaceae"
"Macromitrium","Orthotrichaceae"
"Macroptilium","Fabaceae"
"Macrothelypteris","Thelypteridaceae"
"Macrotyloma","Fabaceae"
"Macrozamia","Zamiaceae"
"Madhuca","Sapotaceae"
"Madia","Asteraceae"
"Maerua","Capparaceae"
"Maesa","Myrsinaceae"
"Maesopsis","Rhamnaceae"
"Magnolia","Magnoliaceae"
"Mahonia","Berberidaceae"
"Maianthemum","Liliaceae"
"Maireana","Chenopodiaceae"
"Malachra","Malvaceae"
"Malacomeles","Rosaceae"
"Malacothamnus","Malvaceae"
"Malacothrix","Asteraceae"
"Malaxis","Orchidaceae"
"Malcolmia","Brassicaceae"
"Malephora","Aizoaceae"
"Mallotus","Euphorbiaceae"
"Malosma","Anacardiaceae"
"Malperia","Asteraceae"
"Malpighia","Malpighiaceae"
"Malus","Rosaceae"
"Malva","Malvaceae"
"Malvastrum","Malvaceae"
"Malvaviscus","Malvaceae"
"Malvella","Malvaceae"
"Mammea","Clusiaceae"
"Mammillaria","Cactaceae"
"Mancoa","Brassicaceae"
"Mandevilla","Apocynaceae"
"Mandragora","Solanaceae"
"Manfreda","Agavaceae"
"Mangifera","Anacardiaceae"
"Manihot","Euphorbiaceae"
"Manilkara","Sapotaceae"
"Mannia","Aytoniaceae"
"Mansoa","Bignoniaceae"
"Mantisalca","Asteraceae"
"Maoutia","Urticaceae"
"Mapania","Cyperaceae"
"Mappia","Icacinaceae"
"Marah","Cucurbitaceae"
"Maranta","Marantaceae"
"Marantochloa","Marantaceae"
"Marattia","Marattiaceae"
"Marcgravia","Marcgraviaceae"
"Marchandiomyces","Uncertain Basidiomycota Family"
"Marchantia","Marchantiaceae"
"Margaranthus","Solanaceae"
"Margaritaria","Euphorbiaceae"
"Marina","Fabaceae"
"Markhamia","Bignoniaceae"
"Marlierea","Myrtaceae"
"Maronea","Fuscideaceae"
"Marrubium","Lamiaceae"
"Marsdenia","Asclepiadaceae"
"Marshallia","Asteraceae"
"Marsilea","Marsileaceae"
"Marsupella","Gymnomitriaceae"
"Marsypianthes","Lamiaceae"
"Martynia","Pedaliaceae"
"Masdevallia","Orchidaceae"
"Masonhalea","Parmeliaceae"
"Massalongia","Peltigeraceae"
"Mastigolejeunea","Lejeuneaceae"
"Mastigophora","Mastigophoraceae"
"Matayba","Sapindaceae"
"Matelea","Asclepiadaceae"
"Matricaria","Asteraceae"
"Matteuccia","Dryopteridaceae"
"Matthiola","Brassicaceae"
"Maurandella","Scrophulariaceae"
"Maurandya","Scrophulariaceae"
"Mauritia","Arecaceae"
"Maxillaria","Orchidaceae"
"Maxonia","Dryopteridaceae"
"Mayaca","Mayacaceae"
"Maytenus","Celastraceae"
"Mazosia","Roccellaceae"
"Mazus","Scrophulariaceae"
"Mecardonia","Scrophulariaceae"
"Meconella","Papaveraceae"
"Mecranium","Melastomataceae"
"Medeola","Liliaceae"
"Medicago","Fabaceae"
"Medinilla","Melastomataceae"
"Medusulina","Graphidaceae"
"Meehania","Lamiaceae"
"Meesia","Meesiaceae"
"Megaceros","Dendrocerotaceae"
"Megalaria","Lecanoraceae"
"Megalastrum","Dryopteridaceae"
"Megalospora","Megalosporaceae"
"Megaskepasma","Acanthaceae"
"Megaspora","Hymeneliaceae"
"Melaleuca","Myrtaceae"
"Melampodium","Asteraceae"
"Melampyrum","Scrophulariaceae"
"Melanelia","Parmeliaceae"
"Melanolecia","Hymeneliaceae"
"Melanolepis","Euphorbiaceae"
"Melanomma","Melanommataceae"
"Melanorrhoea","Anacardiaceae"
"Melanthera","Asteraceae"
"Melaspilea","Melaspileaceae"
"Melastoma","Melastomataceae"
"Melia","Meliaceae"
"Melianthus","Melianthaceae"
"Melica","Poaceae"
"Melicoccus","Sapindaceae"
"Melicope","Rutaceae"
"Melicytus","Violaceae"
"Melilotus","Fabaceae"
"Melinis","Poaceae"
"Meliosma","Sabiaceae"
"Melissa","Lamiaceae"
"Melocactus","Cactaceae"
"Melochia","Sterculiaceae"
"Melolobium","Fabaceae"
"Melothria","Cucurbitaceae"
"Melpomense","Grammitidaceae"
"Menegazzia","Parmeliaceae"
"Menispermum","Menispermaceae"
"Menodora","Oleaceae"
"Mentha","Lamiaceae"
"Mentzelia","Loasaceae"
"Menyanthes","Menyanthaceae"
"Menziesia","Ericaceae"
"Mercurialis","Euphorbiaceae"
"Merismatium","Verrucariaceae"
"Merremia","Convolvulaceae"
"Merrilliodendron","Icacinaceae"
"Mertensia","Boraginaceae"
"Merxmuellera","Poaceae"
"Meryta","Araliaceae"
"Mesadenus","Orchidaceae"
"Mesechites","Apocynaceae"
"Mesembryanthemum","Aizoaceae"
"Mesoptychia","Mesoptychiaceae"
"Mespilus","Rosaceae"
"Metamelaena","Lichinaceae"
"Metaneckera","Neckeraceae"
"Metaplexis","Asclepiadaceae"
"Metasequoia","Cupressaceae"
"Metopium","Anacardiaceae"
"Metrosideros","Myrtaceae"
"Metroxylon","Arecaceae"
"Metzgeria","Metzgeriaceae"
"Meximalva","Malvaceae"
"Mibora","Poaceae"
"Micarea","Micareaceae"
"Michelia","Magnoliaceae"
"Miconia","Melastomataceae"
"Micrandra","Euphorbiaceae"
"Micranthemum","Scrophulariaceae"
"Microcalicium","Microcaliciaceae"
"Microchloa","Poaceae"
"Microcitrus","Rutaceae"
"Microgramma","Polypodiaceae"
"Microlaena","Poaceae"
"Microlepia","Dennstaedtiaceae"
"Microlychnus","Asterothyriaceae"
"Micromitrium","Ephemeraceae"
"Micropholis","Sapotaceae"
"Micropsis","Asteraceae"
"Micropus","Asteraceae"
"Micropyrum","Poaceae"
"Microseris","Asteraceae"
"Microsorum","Polypodiaceae"
"Microstachys","Euphorbiaceae"
"Microstegium","Poaceae"
"Microsteris","Polemoniaceae"
"Microtea","Chenopodiaceae"
"Microthelys","Orchidaceae"
"Microthlaspi","Brassicaceae"
"Mielichhoferia","Bryaceae"
"Mikania","Asteraceae"
"Milium","Poaceae"
"Milla","Liliaceae"
"Millettia","Fabaceae"
"Miltonia","Orchidaceae"
"Mimetanthe","Scrophulariaceae"
"Mimosa","Fabaceae"
"Mimulus","Scrophulariaceae"
"Mimusops","Sapotaceae"
"Minuartia","Caryophyllaceae"
"Minutoexcipula","Uncertain Ascomycota Family"
"Mirabilis","Nyctaginaceae"
"Miriquidica","Lecanoraceae"
"Miscanthus","Poaceae"
"Misodendrum","Santalaceae"
"Misopates","Scrophulariaceae"
"Mitchella","Rubiaceae"
"Mitella","Saxifragaceae"
"Mitracarpus","Rubiaceae"
"Mitreola","Loganiaceae"
"Mnium","Mniaceae"
"Mobergia","Physciaceae"
"Modiola","Malvaceae"
"Moehringia","Caryophyllaceae"
"Moenchia","Caryophyllaceae"
"Moerckia","Pallaviciniaceae"
"Mohavea","Scrophulariaceae"
"Molendoa","Pottiaceae"
"Molinia","Poaceae"
"Mollugo","Molluginaceae"
"Moluccella","Lamiaceae"
"Momordica","Cucurbitaceae"
"Monanthochloe","Poaceae"
"Monarda","Lamiaceae"
"Monardella","Lamiaceae"
"Moneses","Pyrolaceae"
"Monnina","Polygalaceae"
"Monoblastia","Monoblastiaceae"
"Monochoria","Pontederiaceae"
"Monodora","Annonaceae"
"Monolepis","Chenopodiaceae"
"Monolopia","Asteraceae"
"Monoptilon","Asteraceae"
"Monotropa","Monotropaceae"
"Monotropsis","Monotropaceae"
"Monstera","Araceae"
"Montanoa","Asteraceae"
"Montia","Portulacaceae"
"Montrichardia","Araceae"
"Moraea","Iridaceae"
"Morella","Myricaceae"
"Morelotia","Cyperaceae"
"Moricandia","Brassicaceae"
"Morinda","Rubiaceae"
"Moringa","Moringaceae"
"Morisonia","Capparaceae"
"Morrenia","Asclepiadaceae"
"Mortonia","Celastraceae"
"Morus","Moraceae"
"Mosla","Lamiaceae"
"Mouriri","Melastomataceae"
"Mucronea","Polygonaceae"
"Mucuna","Fabaceae"
"Muehlenbeckia","Polygonaceae"
"Muellerella","Verrucariaceae"
"Muhlenbergia","Poaceae"
"Muilla","Liliaceae"
"Multiclavula","Clavariaceae"
"Munroa","Poaceae"
"Munroidendron","Araliaceae"
"Muntingia","Elaeocarpaceae"
"Murdannia","Commelinaceae"
"Murraya","Rutaceae"
"Musa","Musaceae"
"Muscari","Liliaceae"
"Musineon","Apiaceae"
"Mussaenda","Rubiaceae"
"Myagrum","Brassicaceae"
"Mycelis","Asteraceae"
"Mycobilimbia","Porpidiaceae"
"Mycoblastus","Mycoblastaceae"
"Mycocalicium","Mycocaliciaceae"
"Mycoglaena","Uncertain Ascomycota Family"
"Mycomicrothelia","Arthopyreniaceae"
"Mycoporum","Mycoporaceae"
"Myelochroa","Parmeliaceae"
"Mylia","Jungermanniaceae"
"Myoporum","Myoporaceae"
"Myosotidium","Boraginaceae"
"Myosotis","Boraginaceae"
"Myosoton","Caryophyllaceae"
"Myosurus","Ranunculaceae"
"Myrcia","Myrtaceae"
"Myrcianthes","Myrtaceae"
"Myrciaria","Myrtaceae"
"Myrica","Myricaceae"
"Myrinia","Myriniaceae"
"Myrionora","Lecanoraceae"
"Myriophyllum","Haloragaceae"
"Myriotrema","Thelotremataceae"
"Myristica","Myristicaceae"
"Myrosma","Marantaceae"
"Myrospermum","Fabaceae"
"Myroxylon","Fabaceae"
"Myrrhis","Apiaceae"
"Myrsine","Myrsinaceae"
"Myrtella","Myrtaceae"
"Myrtus","Myrtaceae"
"Myurella","Pterigynandraceae"
"Myuroclada","Brachytheciaceae"
"Myxotrichum","Myxotrichaceae"
"Nadvornikia","Thelotremataceae"
"Najas","Najadaceae"
"Nama","Hydrophyllaceae"
"Nandina","Berberidaceae"
"Nanostictis","Stictidaceae"
"Nanozostera","Zosteraceae"
"Napaea","Malvaceae"
"Narcissus","Liliaceae"
"Nardia","Jungermanniaceae"
"Nardus","Poaceae"
"Narthecium","Liliaceae"
"Nashia","Verbenaceae"
"Nassella","Poaceae"
"Nasturtium","Brassicaceae"
"Navarretia","Polemoniaceae"
"Nechamandra","Hydrocharitaceae"
"Neckera","Neckeraceae"
"Neckeropsis","Neckeraceae"
"Nectandra","Lauraceae"
"Nectouxia","Solanaceae"
"Nectria","Hypocreaceae"
"Neea","Nyctaginaceae"
"Neeragrostis","Poaceae"
"Neisosperma","Apocynaceae"
"Nekemias","Vitaceae"
"Nelsonia","Acanthaceae"
"Nelumbo","Nelumbonaceae"
"Nemacaulis","Polygonaceae"
"Nemacladus","Campanulaceae"
"Nemastylis","Iridaceae"
"Nemesia","Scrophulariaceae"
"Nemopanthus","Aquifoliaceae"
"Nemophila","Hydrophyllaceae"
"Neobeckia","Brassicaceae"
"Neofuscelia","Parmeliaceae"
"Neogaerrhinum","Scrophulariaceae"
"Neolamarckia","Rubiaceae"
"Neolaugeria","Rubiaceae"
"Neolloydia","Cactaceae"
"Neomacounia","Neckeraceae"
"Neomarica","Iridaceae"
"Neonauclea","Rubiaceae"
"Neonotonia","Fabaceae"
"Neoparrya","Apiaceae"
"Neoregelia","Bromeliaceae"
"Neorudolphia","Fabaceae"
"Neostapfia","Poaceae"
"Neotorularia","Brassicaceae"
"Nepenthes","Nepenthaceae"
"Nepeta","Lamiaceae"
"Nephelea","Cyatheaceae"
"Nephelium","Sapindaceae"
"Nephrolepis","Dryopteridaceae"
"Nephroma","Nephromataceae"
"Nephrophyllidium","Menyanthaceae"
"Nepsera","Melastomataceae"
"Neptunia","Fabaceae"
"Neraudia","Urticaceae"
"Nerine","Liliaceae"
"Nerisyrenia","Brassicaceae"
"Nerium","Apocynaceae"
"Nervilia","Orchidaceae"
"Nesaea","Lythraceae"
"Neslia","Brassicaceae"
"Nesogenes","Verbenaceae"
"Nesoluma","Sapotaceae"
"Nestegis","Oleaceae"
"Nestotus","Asteraceae"
"Nestronia","Santalaceae"
"Neuburgia","Loganiaceae"
"Neurodium","Polypodiaceae"
"Neurolaena","Asteraceae"
"Neurolejeunea","Lejeuneaceae"
"Neviusia","Rosaceae"
"Neyraudia","Poaceae"
"Nicandra","Solanaceae"
"Nicolletia","Asteraceae"
"Nicotiana","Solanaceae"
"Nidema","Orchidaceae"
"Niebla","Ramalinaceae"
"Nierembergia","Solanaceae"
"Nigella","Ranunculaceae"
"Niphidium","Polypodiaceae"
"Nipponanthemum","Asteraceae"
"Nissolia","Fabaceae"
"Nitrophila","Chenopodiaceae"
"Noccaea","Brassicaceae"
"Nodobryoria","Parmeliaceae"
"Nolina","Liliaceae"
"Nomaphila","Acanthaceae"
"Nonea","Boraginaceae"
"Normandina","Uncertain Ascomycota Family"
"Noronhia","Oleaceae"
"Nothocalais","Asteraceae"
"Nothocestrum","Solanaceae"
"Nothochelone","Scrophulariaceae"
"Nothofagus","Betulaceae"
"Notholaena","Pteridaceae"
"Notholithocarpus","Fagaceae"
"Nothoperanema","Dryopteridaceae"
"Nothoscordum","Liliaceae"
"Notocactus","Cactaceae"
"Notothylas","Notothyladaceae"
"Nototrichium","Amaranthaceae"
"Nowellia","Cephaloziaceae"
"Nuphar","Nymphaeaceae"
"Nuttallanthus","Scrophulariaceae"
"Nyctaginia","Nyctaginaceae"
"Nylandtia","Polygalaceae"
"Nymphaea","Nymphaeaceae"
"Nymphoides","Menyanthaceae"
"Nypa","Arecaceae"
"Nyssa","Cornaceae"
"Obolaria","Gentianaceae"
"Ocellularia","Thelotremataceae"
"Ochna","Ochnaceae"
"Ochrolechia","Pertusariaceae"
"Ochroma","Bombacaceae"
"Ochrosia","Apocynaceae"
"Ochthochloa","Poaceae"
"Ocimum","Lamiaceae"
"Oclemena","Asteraceae"
"Ocotea","Lauraceae"
"Octoblepharum","Leucobryaceae"
"Odontites","Scrophulariaceae"
"Odontoglossum","Orchidaceae"
"Odontonema","Acanthaceae"
"Odontoschisma","Cephaloziaceae"
"Odontosoria","Dennstaedtiaceae"
"Odontostomum","Liliaceae"
"Oeceoclades","Orchidaceae"
"Oedipodium","Oedipodiaceae"
"Oemleria","Rosaceae"
"Oenanthe","Apiaceae"
"Oenothera","Onagraceae"
"Okenia","Nyctaginaceae"
"Oldenlandia","Rubiaceae"
"Oldenlandiopsis","Rubiaceae"
"Olea","Oleaceae"
"Oleandra","Dryopteridaceae"
"Olearia","Asteraceae"
"Olfersia","Dryopteridaceae"
"Oligomeris","Resedaceae"
"Oligoneuron","Asteraceae"
"Oligotrichum","Polytrichaceae"
"Olneya","Fabaceae"
"Olsynium","Iridaceae"
"Olyra","Poaceae"
"Omalotheca","Asteraceae"
"Omphalina","Tricholomataceae"
"Omphalodes","Boraginaceae"
"Omphalora","Lecanoraceae"
"Oncidium","Orchidaceae"
"Oncoba","Flacourtiaceae"
"Oncophorus","Dicranaceae"
"Oncosiphon","Asteraceae"
"Oncostema","Liliaceae"
"Ongokea","Olacaceae"
"Onobrychis","Fabaceae"
"Onoclea","Dryopteridaceae"
"Ononis","Fabaceae"
"Onopordum","Asteraceae"
"Onosma","Boraginaceae"
"Onosmodium","Boraginaceae"
"Oonopsis","Asteraceae"
"Opegrapha","Opegraphaceae"
"Operculina","Convolvulaceae"
"Ophioglossum","Ophioglossaceae"
"Ophioparma","Ophioparmaceae"
"Ophiopogon","Liliaceae"
"Ophiuros","Poaceae"
"Ophrys","Orchidaceae"
"Oplismenus","Poaceae"
"Oplonia","Acanthaceae"
"Oplopanax","Araliaceae"
"Opuntia","Cactaceae"
"Orbea","Asclepiadaceae"
"Orbexilum","Fabaceae"
"Orbignya","Arecaceae"
"Orchis","Orchidaceae"
"Orcuttia","Poaceae"
"Oreas","Dicranaceae"
"Oreobolus","Cyperaceae"
"Oreochrysum","Asteraceae"
"Oreonana","Apiaceae"
"Oreostemma","Asteraceae"
"Oreoxis","Apiaceae"
"Origanum","Lamiaceae"
"Ormosia","Fabaceae"
"Ornithogalum","Liliaceae"
"Ornithopus","Fabaceae"
"Ornithostaphylos","Ericaceae"
"Orobanche","Orobanchaceae"
"Orochaenactis","Asteraceae"
"Orogenia","Apiaceae"
"Orontium","Araceae"
"Orphniospora","Fuscideaceae"
"Orthilia","Pyrolaceae"
"Orthocarpus","Scrophulariaceae"
"Orthodontium","Bryaceae"
"Orthosiphon","Lamiaceae"
"Orthothecium","Hypnaceae"
"Orthotrichum","Orthotrichaceae"
"Oryctes","Solanaceae"
"Oryza","Poaceae"
"Oryzopsis","Poaceae"
"Osmadenia","Asteraceae"
"Osmanthus","Oleaceae"
"Osmorhiza","Apiaceae"
"Osmoxylon","Araliaceae"
"Osmunda","Osmundaceae"
"Osteomeles","Rosaceae"
"Osteospermum","Asteraceae"
"Ostrya","Betulaceae"
"Otholobium","Fabaceae"
"Ottelia","Hydrocharitaceae"
"Ottochloa","Poaceae"
"Ottoschulzia","Icacinaceae"
"Ouratea","Ochnaceae"
"Oxalis","Oxalidaceae"
"Oxandra","Annonaceae"
"Oxycaryum","Cyperaceae"
"Oxychloris","Poaceae"
"Oxydendrum","Ericaceae"
"Oxylobium","Fabaceae"
"Oxymitra","Oxymitraceae"
"Oxypetalum","Asclepiadaceae"
